id,sample,hap,chrom,source,arm_mb,n_blocks,n_unspecified,unspecified_mb,syntax
NA19391_h2_chr15,NA19391,2,chr15,censat,13.086226,26,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19391_h2_chr21,NA19391,2,chr21,censat,5.526845,32,1,0.083668,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19391_h2_chr13,NA19391,2,chr13,censat,6.452451,30,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19443_h1_chr13,NA19443,1,chr13,censat,10.147639,42,2,0.21047,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19443_h1_chr22,NA19443,1,chr22,censat,9.317184,55,1,0.056663,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-HSat3-NONSAT-aSat-NONSAT
NA19443_h1_chr21,NA19443,1,chr21,censat,6.965515,36,1,0.05399,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19443_h1_chr14,NA19443,1,chr14,censat,7.522723,43,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19443_h1_chr15,NA19443,1,chr15,censat,14.143661,26,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19443_h2_chr14,NA19443,2,chr14,censat,9.404531,53,4,0.400683,HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19443_h2_chr21,NA19443,2,chr21,censat,8.368733,44,4,0.434546,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19443_h2_chr22,NA19443,2,chr22,censat,6.993972,38,1,0.233454,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19443_h2_chr13,NA19443,2,chr13,censat,6.539194,27,1,0.120308,HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19443_h2_chr15,NA19443,2,chr15,censat,6.81467,25,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19468_h1_chr21,NA19468,1,chr21,censat,10.009231,39,3,0.270908,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT
NA19468_h1_chr22,NA19468,1,chr22,censat,9.173851,47,1,0.063171,NONSAT-bSat-HSat3-bSat-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19468_h1_chr15,NA19468,1,chr15,censat,6.755794,27,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19468_h1_chr13,NA19468,1,chr13,censat,6.702615,33,1,0.076554,NONSAT-bSat-NONSAT-HSat1B-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19468_h1_chr14,NA19468,1,chr14,censat,7.919192,46,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19468_h2_chr14,NA19468,2,chr14,censat,10.885731,57,3,0.300482,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19468_h2_chr21,NA19468,2,chr21,censat,11.03416,52,3,0.405789,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19468_h2_chr22,NA19468,2,chr22,censat,9.348621,47,3,0.275323,UNK-NONSAT-bSat-HSat3-HSat1A-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19468_h2_chr15,NA19468,2,chr15,censat,10.915993,26,0,0.0,NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT
NA19682_h1_chr14,NA19682,1,chr14,censat,10.714195,54,2,0.19228,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19682_h1_chr15,NA19682,1,chr15,censat,9.452911,28,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19682_h1_chr13,NA19682,1,chr13,censat,5.175642,30,0,0.0,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19682_h1_chr22,NA19682,1,chr22,censat,6.49781,36,1,0.075567,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19682_h1_chr21,NA19682,1,chr21,censat,4.705993,26,1,0.075145,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-NONSAT
NA19682_h2_chr15,NA19682,2,chr15,censat,8.463551,29,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19682_h2_chr13,NA19682,2,chr13,censat,7.183275,32,1,0.111865,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19682_h2_chr14,NA19682,2,chr14,censat,6.273185,31,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19682_h2_chr22,NA19682,2,chr22,censat,7.463663,40,0,0.0,rDNA-NONSAT-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19682_h2_chr21,NA19682,2,chr21,censat,4.736245,29,1,0.069505,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19700_h1_chr15,NA19700,1,chr15,censat,13.156145,49,4,0.425982,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19700_h1_chr13,NA19700,1,chr13,censat,8.884273,39,1,0.113218,NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19700_h1_chr22,NA19700,1,chr22,censat,5.678076,39,1,0.064684,aSat-HSat3-NONSAT-aSat-NONSAT-bSat-NONSAT-HSat1B-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19700_h1_chr21,NA19700,1,chr21,censat,4.983541,30,1,0.101916,NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19700_h1_chr14,NA19700,1,chr14,censat,8.301921,47,1,0.083539,rDNA-NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19700_h2_chr13,NA19700,2,chr13,censat,7.947104,36,1,0.067984,rDNA-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19700_h2_chr14,NA19700,2,chr14,censat,7.586936,41,2,0.140354,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-UNK-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19700_h2_chr21,NA19700,2,chr21,censat,4.740523,30,1,0.066691,NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19700_h2_chr22,NA19700,2,chr22,censat,6.167974,35,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19700_h2_chr15,NA19700,2,chr15,censat,3.115955,16,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19776_h1_chr13,NA19776,1,chr13,censat,7.21195,30,1,0.090704,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19776_h1_chr14,NA19776,1,chr14,censat,8.362264,37,1,0.061011,rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19776_h1_chr15,NA19776,1,chr15,censat,5.724806,16,0,0.0,aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19776_h1_chr21,NA19776,1,chr21,censat,4.759617,31,1,0.086455,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19776_h2_chr21,NA19776,2,chr21,censat,7.703323,43,3,0.356203,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19776_h2_chr14,NA19776,2,chr14,censat,7.626398,44,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19776_h2_chr13,NA19776,2,chr13,censat,5.387086,30,1,0.101951,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19776_h2_chr22,NA19776,2,chr22,censat,6.531347,44,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19776_h2_chr15,NA19776,2,chr15,censat,6.817098,27,0,0.0,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19835_h1_chr13,NA19835,1,chr13,censat,6.002206,30,1,0.124474,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19835_h1_chr14,NA19835,1,chr14,censat,6.45075,36,1,0.068045,rDNA-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19835_h1_chr15,NA19835,1,chr15,censat,10.815601,24,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT
NA19835_h1_chr22,NA19835,1,chr22,censat,6.516205,40,1,0.056666,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19835_h2_chr13,NA19835,2,chr13,censat,11.262691,45,3,0.595009,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19835_h2_chr15,NA19835,2,chr15,censat,12.371325,37,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA19835_h2_chr14,NA19835,2,chr14,censat,8.244171,47,1,0.066657,rDNA-NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19835_h2_chr21,NA19835,2,chr21,censat,4.846803,30,1,0.070915,NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT
NA19909_h1_chr13,NA19909,1,chr13,censat,6.92804,31,1,0.126168,rDNA-NONSAT-rDNA-NONSAT-HSat3-bSat-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19909_h1_chr22,NA19909,1,chr22,censat,6.944359,44,1,0.113393,rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-aSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-HSat1A-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA19909_h1_chr14,NA19909,1,chr14,censat,11.330047,52,4,0.353771,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA19909_h1_chr21,NA19909,1,chr21,censat,5.131631,29,1,0.055474,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA19909_h2_chr21,NA19909,2,chr21,censat,9.349264,41,3,0.234513,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT
NA19909_h2_chr22,NA19909,2,chr22,censat,7.351943,41,3,0.450585,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT
NA19909_h2_chr13,NA19909,2,chr13,censat,6.003158,31,1,0.089244,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20282_h1_chr13,NA20282,1,chr13,censat,6.468897,35,1,0.116042,rDNA-NONSAT-rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-HSat1B-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20282_h1_chr22,NA20282,1,chr22,censat,14.892784,31,1,0.19694,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-bSat-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA20282_h1_chr21,NA20282,1,chr21,censat,7.651465,41,1,0.087887,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20282_h1_chr15,NA20282,1,chr15,censat,6.480911,27,0,0.0,NONSAT-bSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA20282_h1_chr14,NA20282,1,chr14,censat,6.130246,36,1,0.094836,rDNA-HSat3-HSat1B-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA20282_h2_chr13,NA20282,2,chr13,censat,6.666813,34,0,0.0,rDNA-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20282_h2_chr22,NA20282,2,chr22,censat,5.684268,32,0,0.0,NONSAT-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA20282_h2_chr21,NA20282,2,chr21,censat,5.579669,32,1,0.097753,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20282_h2_chr15,NA20282,2,chr15,censat,15.342318,40,3,0.198026,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA20282_h2_chr14,NA20282,2,chr14,censat,11.77216,60,3,0.267667,NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-UNK-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA20346_h1_chr22,NA20346,1,chr22,censat,6.298336,36,1,0.075555,NONSAT-bSat-HSat3-NONSAT-HSat3-UNK-NONSAT-HSat3-bSat-HSat3-NONSAT-bSat-NONSAT-aSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-NONSAT
NA20346_h1_chr21,NA20346,1,chr21,censat,5.483765,29,1,0.111724,rDNA-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT
NA20346_h1_chr15,NA20346,1,chr15,censat,8.371065,23,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA20346_h1_chr14,NA20346,1,chr14,censat,6.01503,31,0,0.0,rDNA-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-NONSAT-HSat3-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT
NA20346_h2_chr15,NA20346,2,chr15,censat,13.279061,39,3,0.280601,UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-HSat3-bSat-NONSAT-HSat1B-HSat3-aSat-HSat3-aSat-NONSAT-aSat-NONSAT-aSat-HSat3-aSat-NONSAT
NA20346_h2_chr21,NA20346,2,chr21,censat,5.60799,30,0,0.0,rDNA-NONSAT-bSat-HSat3-NONSAT-HSat1B-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
NA20503_h1_chr13,NA20503,1,chr13,censat,8.946259,46,3,0.518459,NONSAT-UNK-NONSAT-bSat-HSat3-HSat1A-HSat3-NONSAT-UNK-NONSAT-rDNA-NONSAT-bSat-HSat3-NONSAT-HSat3-NONSAT-HSat3-aSat-NONSAT-aSat-HSat3-NONSAT-UNK-NONSAT-aSat-HSat3-aSat-HSat3-NONSAT-HSat1A
