tig,fam,start,end
NA12884_1_haplotype1-0000016_chr13,HSat3,1217313,1322483
NA12884_1_haplotype1-0000016_chr13,ACRO,1532057,1652386
NA12884_1_haplotype1-0000016_chr13,DJ,1993202,2324589
NA12884_1_haplotype1-0000016_chr13,HSat3,2517569,2611365
NA12884_1_haplotype1-0000016_chr13,HSat1B,2889596,2985937
NA12884_1_haplotype1-0000016_chr13,HSat3,2990914,3183637
NA12884_1_haplotype1-0000016_chr13,HSat3,3404382,3526563
NA12884_1_haplotype1-0000016_chr13,SST1,5219828,5317561
NA12884_1_haplotype1-0000016_chr13,HSat1A,6804417,8166053
NA12884_2_haplotype2-0000058_chr14,ACRO,72521,180966
NA12884_2_haplotype2-0000058_chr14,bSat,382419,813951
NA12884_2_haplotype2-0000058_chr14,bSat,866654,1071728
NA12884_2_haplotype2-0000058_chr14,HSat3,1076643,1272274
NA12884_2_haplotype2-0000058_chr14,HSat1A,1272768,1965523
NA12884_2_haplotype2-0000058_chr14,HSat3,1991725,2181525
NA12884_2_haplotype2-0000058_chr14,ACRO,2391119,2568893
NA12884_2_haplotype2-0000058_chr14,OTHERSAT,2585244,2653358
NA12884_2_haplotype2-0000058_chr14,rDNA,2829076,2961467
NA12884_2_haplotype2-0000058_chr14,HSat3,3986930,4153800
NA12884_2_haplotype2-0000058_chr14,bSat,4359284,4582488
NA12884_2_haplotype2-0000058_chr14,HSat3,4914798,5117147
NA12884_2_haplotype2-0000058_chr14,bSat,5204714,5419733
NA12884_2_haplotype2-0000058_chr14,bSat,5481268,5592546
NA12884_2_haplotype2-0000058_chr14,aSat,10464119,10905168
NA12884_2_haplotype2-0000067_chr15,bSat,371411,446000
NA12884_2_haplotype2-0000067_chr15,HSat1B,1071959,1441683
NA12884_2_haplotype2-0000067_chr15,HSat3,1446460,1529864
NA12884_2_haplotype2-0000067_chr15,HSat3,2164371,5168526
NA12884_2_haplotype2-0000067_chr15,aSat,8350327,8809443
NA12884_2_haplotype2-0000068_chr13,ACRO,64780,165700
NA12884_2_haplotype2-0000068_chr13,bSat,385058,1070235
NA12884_2_haplotype2-0000068_chr13,HSat3,1075103,1309669
NA12884_2_haplotype2-0000068_chr13,HSat1A,1309701,1558598
NA12884_2_haplotype2-0000068_chr13,HSat3,1586547,1690217
NA12884_2_haplotype2-0000068_chr13,ACRO,1899822,2032680
NA12884_2_haplotype2-0000068_chr13,DJ,2394094,2727227
NA12884_2_haplotype2-0000068_chr13,rDNA,2727227,2789956
NA12884_2_haplotype2-0000068_chr13,rDNA,2889983,3179155
NA12884_2_haplotype2-0000068_chr13,bSat,3532919,3599636
NA12884_2_haplotype2-0000068_chr13,HSat3,3624761,3689742
NA12884_2_haplotype2-0000068_chr13,HSat3,4037955,4298452
NA12884_2_haplotype2-0000068_chr13,HSat3,4520173,4642349
NA12884_2_haplotype2-0000068_chr13,SST1,6235031,6297505
NA12884_2_haplotype2-0000068_chr13,HSat1A,7785151,8677081
NA12884_2_haplotype2-0000071_chr22,ACRO,13939,228494
NA12884_2_haplotype2-0000071_chr22,bSat,877290,1373949
NA12884_2_haplotype2-0000071_chr22,HSat3,1378863,1531165
NA12884_2_haplotype2-0000071_chr22,HSat1A,1531207,2107744
NA12884_2_haplotype2-0000071_chr22,HSat3,2133821,2323885
NA12884_2_haplotype2-0000071_chr22,ACRO,2549221,2695235
NA12884_2_haplotype2-0000071_chr22,DJ,2793888,3108183
NA12884_2_haplotype2-0000071_chr22,rDNA,3225070,3416257
NA12884_2_haplotype2-0000071_chr22,HSat1B,3996530,4263364
NA12884_2_haplotype2-0000071_chr22,HSat3,4266525,4529266
NA12884_2_haplotype2-0000071_chr22,HSat3,4840476,4945703
NA12884_2_haplotype2-0000071_chr22,bSat,4950997,5041313
NA12884_2_haplotype2-0000071_chr22,HSat3,5144707,5199791
NA12884_2_haplotype2-0000071_chr22,bSat,6632843,6793418
NA12884_2_haplotype2-0000071_chr22,HSat3,7966755,8138975
NA12884_2_haplotype2-0000071_chr22,aSat,10134879,11647908
NA12884_2_haplotype2-0000075_chr21,ACRO,67830,262475
NA12884_2_haplotype2-0000075_chr21,bSat,448568,859561
NA12884_2_haplotype2-0000075_chr21,HSat3,909627,1425915
NA12884_2_haplotype2-0000075_chr21,HSat1A,1425968,2279742
NA12884_2_haplotype2-0000075_chr21,HSat3,2305946,2487363
NA12884_2_haplotype2-0000075_chr21,ACRO,2696962,2850651
NA12884_2_haplotype2-0000075_chr21,OTHERSAT,2867002,2935115
NA12884_2_haplotype2-0000075_chr21,DJ,2968902,3301868
NA12884_2_haplotype2-0000075_chr21,HSat3,3490539,3584674
NA12884_2_haplotype2-0000075_chr21,HSat1B,3862902,3925549
NA12884_2_haplotype2-0000075_chr21,HSat3,3930219,4134634
NA12884_2_haplotype2-0000075_chr21,HSat3,4355493,4477719
NA12884_2_haplotype2-0000075_chr21,SST1,6129259,6207223
NA12884_2_haplotype2-0000075_chr21,HSat1A,7507291,8127922
NA12885_1_haplotype1-0000009_chr22,ACRO,7269,177735
NA12885_1_haplotype1-0000009_chr22,bSat,521333,736967
NA12885_1_haplotype1-0000009_chr22,bSat,806197,857043
NA12885_1_haplotype1-0000009_chr22,HSat3,903040,1150849
NA12885_1_haplotype1-0000009_chr22,HSat1A,1152901,2344126
NA12885_1_haplotype1-0000009_chr22,HSat3,2371373,2471498
NA12885_1_haplotype1-0000009_chr22,DJ,3050822,3383856
NA12885_1_haplotype1-0000009_chr22,rDNA,3383856,3512997
NA12885_1_haplotype1-0000009_chr22,bSat,3880871,3948192
NA12885_1_haplotype1-0000009_chr22,HSat1B,4309639,4382628
NA12885_1_haplotype1-0000009_chr22,HSat3,4383296,4594927
NA12885_1_haplotype1-0000009_chr22,ACRO,4706485,4807824
NA12885_1_haplotype1-0000009_chr22,bSat,5256105,5342560
NA12885_1_haplotype1-0000009_chr22,HSat3,5747107,5831637
NA12885_1_haplotype1-0000009_chr22,bSat,6166486,6268989
NA12885_1_haplotype1-0000009_chr22,bSat,6340860,6442393
NA12885_1_haplotype1-0000009_chr22,HSat3,7531019,7627998
NA12885_1_haplotype1-0000009_chr22,aSat,9746813,10721260
NA12885_1_haplotype1-0000011_chr13,ACRO,62916,163836
NA12885_1_haplotype1-0000011_chr13,bSat,383194,1068381
NA12885_1_haplotype1-0000011_chr13,HSat3,1073249,1307815
NA12885_1_haplotype1-0000011_chr13,HSat1A,1307847,1556744
NA12885_1_haplotype1-0000011_chr13,HSat3,1584693,1688363
NA12885_1_haplotype1-0000011_chr13,ACRO,1897967,2030825
NA12885_1_haplotype1-0000011_chr13,DJ,2392239,2725378
NA12885_1_haplotype1-0000011_chr13,rDNA,2841838,3020439
NA12885_1_haplotype1-0000011_chr13,bSat,3374208,3440925
NA12885_1_haplotype1-0000011_chr13,HSat3,3466049,3531030
NA12885_1_haplotype1-0000011_chr13,HSat3,3879241,4139733
NA12885_1_haplotype1-0000011_chr13,HSat3,4361454,4483630
NA12885_1_haplotype1-0000011_chr13,SST1,6076294,6138768
NA12885_1_haplotype1-0000011_chr13,HSat1A,7625758,8512289
NA12885_1_haplotype1-0000013_chr14,ACRO,66412,214692
NA12885_1_haplotype1-0000013_chr14,bSat,420823,573502
NA12885_1_haplotype1-0000013_chr14,HSat3,615511,971876
NA12885_1_haplotype1-0000013_chr14,HSat1A,973641,1829535
NA12885_1_haplotype1-0000013_chr14,HSat3,1857481,2010091
NA12885_1_haplotype1-0000013_chr14,ACRO,2227567,2364383
NA12885_1_haplotype1-0000013_chr14,OTHERSAT,2380731,2435907
NA12885_1_haplotype1-0000013_chr14,DJ,2471080,2801350
NA12885_1_haplotype1-0000013_chr14,rDNA,2801350,2953271
NA12885_1_haplotype1-0000013_chr14,rDNA,3054801,3266685
NA12885_1_haplotype1-0000013_chr14,bSat,3635058,3701912
NA12885_1_haplotype1-0000013_chr14,HSat3,3727246,3782128
NA12885_1_haplotype1-0000013_chr14,HSat1B,4061096,4129980
NA12885_1_haplotype1-0000013_chr14,HSat3,4135352,4341676
NA12885_1_haplotype1-0000013_chr14,bSat,4557964,4772002
NA12885_1_haplotype1-0000013_chr14,HSat3,5126470,5593923
NA12885_1_haplotype1-0000013_chr14,bSat,5680193,5907419
NA12885_1_haplotype1-0000013_chr14,bSat,5973492,6064917
NA12885_1_haplotype1-0000013_chr14,HSat3,6582803,6650749
NA12885_1_haplotype1-0000013_chr14,aSat,8598003,9009898
NA12885_1_haplotype1-0000016_chr15,ACRO,66077,239776
NA12885_1_haplotype1-0000016_chr15,bSat,470149,632223
NA12885_1_haplotype1-0000016_chr15,bSat,811031,1134767
NA12885_1_haplotype1-0000016_chr15,HSat3,1141124,1405982
NA12885_1_haplotype1-0000016_chr15,HSat1A,1407039,3448724
NA12885_1_haplotype1-0000016_chr15,HSat3,3464726,3568447
NA12885_1_haplotype1-0000016_chr15,ACRO,3735323,3865295
NA12885_1_haplotype1-0000016_chr15,DJ,3973222,4304667
NA12885_1_haplotype1-0000016_chr15,bSat,4761156,4842999
NA12885_1_haplotype1-0000016_chr15,HSat1B,5468951,5838675
NA12885_1_haplotype1-0000016_chr15,HSat3,5844216,5926856
NA12885_1_haplotype1-0000016_chr15,HSat3,6561363,9561962
NA12885_1_haplotype1-0000016_chr15,aSat,12745034,13202880
NA12885_1_haplotype1-0000025_chr21,ACRO,68139,175834
NA12885_1_haplotype1-0000025_chr21,bSat,435897,708699
NA12885_1_haplotype1-0000025_chr21,bSat,765749,1017247
NA12885_1_haplotype1-0000025_chr21,HSat3,1022181,1138047
NA12885_1_haplotype1-0000025_chr21,HSat1A,1138855,1936220
NA12885_1_haplotype1-0000025_chr21,HSat3,1963938,2116529
NA12885_1_haplotype1-0000025_chr21,ACRO,2326820,2429836
NA12885_1_haplotype1-0000025_chr21,OTHERSAT,2446185,2537838
NA12885_1_haplotype1-0000025_chr21,DJ,2550935,2882504
NA12885_1_haplotype1-0000025_chr21,rDNA,2982406,3203412
NA12885_1_haplotype1-0000025_chr21,bSat,3627136,3697799
NA12885_1_haplotype1-0000025_chr21,bSat,3774190,3924711
NA12885_1_haplotype1-0000025_chr21,HSat3,4016754,4079476
NA12885_1_haplotype1-0000025_chr21,HSat3,4253642,4475322
NA12885_1_haplotype1-0000025_chr21,HSat3,4792305,5016028
NA12885_1_haplotype1-0000025_chr21,SST1,7005817,7088010
NA12885_1_haplotype1-0000025_chr21,HSat1A,8387761,8629533
NA12885_2_haplotype2-0000064_chr14,ACRO,68646,246538
NA12885_2_haplotype2-0000064_chr14,bSat,513511,749777
NA12885_2_haplotype2-0000064_chr14,HSat3,899936,1225438
NA12885_2_haplotype2-0000064_chr14,HSat1A,1225806,1501267
NA12885_2_haplotype2-0000064_chr14,HSat3,1527849,1631537
NA12885_2_haplotype2-0000064_chr14,ACRO,1811507,1987501
NA12885_2_haplotype2-0000064_chr14,OTHERSAT,2003781,2056972
NA12885_2_haplotype2-0000064_chr14,DJ,2083999,2381463
NA12885_2_haplotype2-0000064_chr14,rDNA,2509260,2604906
NA12885_2_haplotype2-0000064_chr14,bSat,3049198,3347040
NA12885_2_haplotype2-0000064_chr14,HSat3,3435705,3493646
NA12885_2_haplotype2-0000064_chr14,HSat3,3667622,3777302
NA12885_2_haplotype2-0000064_chr14,HSat1B,3783409,4016136
NA12885_2_haplotype2-0000064_chr14,aSat,8807694,10152976
NA12885_2_haplotype2-0000067_chr22,ACRO,66296,168722
NA12885_2_haplotype2-0000067_chr22,bSat,577808,1019979
NA12885_2_haplotype2-0000067_chr22,HSat3,1048684,1613962
NA12885_2_haplotype2-0000067_chr22,HSat1A,1615322,3396896
NA12885_2_haplotype2-0000067_chr22,HSat3,3423621,3535827
NA12885_2_haplotype2-0000067_chr22,DJ,3852028,4183538
NA12885_2_haplotype2-0000067_chr22,rDNA,4309152,4387810
NA12885_2_haplotype2-0000067_chr22,bSat,4676421,4822313
NA12885_2_haplotype2-0000067_chr22,HSat3,4847647,4902146
NA12885_2_haplotype2-0000067_chr22,HSat1B,5187175,5745210
NA12885_2_haplotype2-0000067_chr22,HSat3,5748485,6090826
NA12885_2_haplotype2-0000067_chr22,HSat3,6396098,6501326
NA12885_2_haplotype2-0000067_chr22,bSat,6506620,6596936
NA12885_2_haplotype2-0000067_chr22,HSat3,6711221,6766310
NA12885_2_haplotype2-0000067_chr22,bSat,8103823,8263353
NA12885_2_haplotype2-0000067_chr22,HSat3,9457597,9672225
NA12885_2_haplotype2-0000067_chr22,aSat,11796930,12837217
NA12885_2_haplotype2-0000069_chr13,HSat3,3624,58426
NA12885_2_haplotype2-0000069_chr13,HSat1A,60147,1184076
NA12885_2_haplotype2-0000069_chr13,HSat3,1211112,1316282
NA12885_2_haplotype2-0000069_chr13,ACRO,1525855,1646185
NA12885_2_haplotype2-0000069_chr13,DJ,1987000,2318386
NA12885_2_haplotype2-0000069_chr13,rDNA,2318386,2490611
NA12885_2_haplotype2-0000069_chr13,bSat,2855242,2916304
NA12885_2_haplotype2-0000069_chr13,HSat3,2941496,3035437
NA12885_2_haplotype2-0000069_chr13,HSat1B,3313666,3410007
NA12885_2_haplotype2-0000069_chr13,HSat3,3414984,3607702
NA12885_2_haplotype2-0000069_chr13,HSat3,3828447,3950628
NA12885_2_haplotype2-0000069_chr13,SST1,5665602,5763335
NA12885_2_haplotype2-0000069_chr13,HSat1A,7250189,8611825
NA12885_2_haplotype2-0000072_chr15,bSat,364816,736903
NA12885_2_haplotype2-0000072_chr15,HSat3,774197,1140121
NA12885_2_haplotype2-0000072_chr15,HSat1A,1142472,2791997
NA12885_2_haplotype2-0000072_chr15,HSat3,2819053,2928970
NA12885_2_haplotype2-0000072_chr15,ACRO,3114420,3201212
NA12885_2_haplotype2-0000072_chr15,OTHERSAT,3217561,3274416
NA12885_2_haplotype2-0000072_chr15,DJ,3287501,3616343
NA12885_2_haplotype2-0000072_chr15,rDNA,3734182,3804057
NA12885_2_haplotype2-0000072_chr15,bSat,4079980,4193282
NA12885_2_haplotype2-0000072_chr15,HSat1B,4793915,5101504
NA12885_2_haplotype2-0000072_chr15,HSat3,5114090,5253311
NA12885_2_haplotype2-0000072_chr15,HSat3,5784953,7094484
NA12885_2_haplotype2-0000072_chr15,HSat3,7166786,7455576
NA12885_2_haplotype2-0000072_chr15,aSat,10110105,10248927
NA12885_2_haplotype2-0000078_chr21,ACRO,70457,329218
NA12885_2_haplotype2-0000078_chr21,bSat,593110,1023630
NA12885_2_haplotype2-0000078_chr21,HSat3,1028499,1227123
NA12885_2_haplotype2-0000078_chr21,HSat1A,1227154,1809302
NA12885_2_haplotype2-0000078_chr21,HSat3,1834491,2016148
NA12885_2_haplotype2-0000078_chr21,DJ,2576615,2907014
NA12885_2_haplotype2-0000078_chr21,rDNA,2907014,2961307
NA12885_2_haplotype2-0000078_chr21,bSat,3408047,3507284
NA12885_2_haplotype2-0000078_chr21,HSat1B,4111725,4181614
NA12885_2_haplotype2-0000078_chr21,HSat3,4186305,4361546
NA12885_2_haplotype2-0000078_chr21,HSat3,4582545,4704330
NA12885_2_haplotype2-0000078_chr21,SST1,6317512,6410981
NA12885_2_haplotype2-0000078_chr21,HSat1A,7710958,7859292
NA12886_1_haplotype1-0000005_chr21,SST1,845607,915107
NA12886_1_haplotype1-0000005_chr21,HSat1A,2299729,2457847
NA12886_1_haplotype1-0000009_chr14,ACRO,75050,183499
NA12886_1_haplotype1-0000009_chr14,bSat,384952,816484
NA12886_1_haplotype1-0000009_chr14,bSat,869187,1074261
NA12886_1_haplotype1-0000009_chr14,HSat3,1079176,1274808
NA12886_1_haplotype1-0000009_chr14,HSat1A,1275302,1968057
NA12886_1_haplotype1-0000009_chr14,HSat3,1994259,2184059
NA12886_1_haplotype1-0000009_chr14,ACRO,2393653,2571427
NA12886_1_haplotype1-0000009_chr14,OTHERSAT,2587778,2655892
NA12886_1_haplotype1-0000009_chr14,DJ,2689679,3021392
NA12886_1_haplotype1-0000009_chr14,rDNA,3021392,3106929
NA12886_1_haplotype1-0000009_chr14,rDNA,3206931,3265992
NA12886_1_haplotype1-0000009_chr14,HSat3,4291447,4458317
NA12886_1_haplotype1-0000009_chr14,bSat,4663195,4887003
NA12886_1_haplotype1-0000009_chr14,HSat3,5219310,5421659
NA12886_1_haplotype1-0000009_chr14,bSat,5509225,5724244
NA12886_1_haplotype1-0000009_chr14,bSat,5785779,5897057
NA12886_1_haplotype1-0000009_chr14,aSat,10768621,10927866
NA12886_1_haplotype1-0000015_chr22,ACRO,64954,238653
NA12886_1_haplotype1-0000015_chr22,bSat,469025,631099
NA12886_1_haplotype1-0000015_chr22,bSat,809921,1133643
NA12886_1_haplotype1-0000015_chr22,HSat3,1140000,1404857
NA12886_1_haplotype1-0000015_chr22,HSat1A,1405914,3391424
NA12886_1_haplotype1-0000015_chr22,HSat3,3407426,3511147
NA12886_1_haplotype1-0000015_chr22,ACRO,3678024,3807996
NA12886_1_haplotype1-0000015_chr22,rDNA,4037479,4374788
NA12886_1_haplotype1-0000015_chr22,bSat,4743159,4810010
NA12886_1_haplotype1-0000015_chr22,HSat3,4835130,4893761
NA12886_1_haplotype1-0000015_chr22,HSat1B,5179935,5289848
NA12886_1_haplotype1-0000015_chr22,HSat3,5290871,5497722
NA12886_1_haplotype1-0000015_chr22,ACRO,5609247,5716882
NA12886_1_haplotype1-0000015_chr22,bSat,6158228,6212978
NA12886_1_haplotype1-0000015_chr22,HSat3,6649347,6733827
NA12886_1_haplotype1-0000015_chr22,bSat,7068799,7169789
NA12886_1_haplotype1-0000015_chr22,bSat,7253404,7344509
NA12886_1_haplotype1-0000015_chr22,HSat3,8430723,8514818
NA12886_1_haplotype1-0000015_chr22,aSat,10444469,11347161
NA12886_1_haplotype1-0000017_chr13,bSat,405656,466718
NA12886_1_haplotype1-0000017_chr13,HSat3,491910,585851
NA12886_1_haplotype1-0000017_chr13,HSat1B,864073,960414
NA12886_1_haplotype1-0000017_chr13,HSat3,965226,1158114
NA12886_1_haplotype1-0000017_chr13,HSat3,1378859,1501040
NA12886_1_haplotype1-0000017_chr13,SST1,3194300,3292033
NA12886_1_haplotype1-0000017_chr13,HSat1A,4778798,6140518
NA12886_1_haplotype1-0000027_chr15,rDNA,0,142416
NA12886_1_haplotype1-0000027_chr15,bSat,464395,538984
NA12886_1_haplotype1-0000027_chr15,HSat1B,1164936,1534660
NA12886_1_haplotype1-0000027_chr15,HSat3,1539437,1622841
NA12886_1_haplotype1-0000027_chr15,HSat3,2257348,5261503
NA12886_1_haplotype1-0000027_chr15,aSat,8450262,9456820
NA12886_2_haplotype2-0000078_chr21,ACRO,67837,326598
NA12886_2_haplotype2-0000078_chr21,bSat,590490,1020909
NA12886_2_haplotype2-0000078_chr21,HSat3,1025776,1224146
NA12886_2_haplotype2-0000078_chr21,HSat1A,1224956,1766758
NA12886_2_haplotype2-0000078_chr21,HSat3,1791947,1973604
NA12886_2_haplotype2-0000078_chr21,DJ,2534070,2864470
NA12886_2_haplotype2-0000078_chr21,rDNA,2864470,2916394
NA12886_2_haplotype2-0000078_chr21,rDNA,3016394,3655423
NA12886_2_haplotype2-0000078_chr21,bSat,3971638,4070875
NA12886_2_haplotype2-0000078_chr21,HSat1B,4675316,4745205
NA12886_2_haplotype2-0000078_chr21,HSat3,4749896,4925137
NA12886_2_haplotype2-0000078_chr21,HSat3,5146138,5267923
NA12886_2_haplotype2-0000078_chr21,SST1,6881105,6974574
NA12886_2_haplotype2-0000078_chr21,HSat1A,8302205,8450539
NA12886_2_haplotype2-0000085_chr14,bSat,403889,713621
NA12886_2_haplotype2-0000085_chr14,HSat3,740851,1511790
NA12886_2_haplotype2-0000085_chr14,HSat1A,1512050,2260121
NA12886_2_haplotype2-0000085_chr14,HSat3,2287255,2442976
NA12886_2_haplotype2-0000085_chr14,DJ,3027704,3359176
NA12886_2_haplotype2-0000085_chr14,rDNA,3359176,3417234
NA12886_2_haplotype2-0000085_chr14,rDNA,3517264,3620677
NA12886_2_haplotype2-0000085_chr14,bSat,3943187,4019857
NA12886_2_haplotype2-0000085_chr14,HSat3,4666347,4943920
NA12886_2_haplotype2-0000085_chr14,bSat,5150861,5407367
NA12886_2_haplotype2-0000085_chr14,HSat3,5738244,6268503
NA12886_2_haplotype2-0000085_chr14,bSat,6354783,6636960
NA12886_2_haplotype2-0000085_chr14,HSat3,7257322,7332803
NA12886_2_haplotype2-0000085_chr14,aSat,9278199,9773449
NA12886_2_haplotype2-0000086_chr13,ACRO,62568,163488
NA12886_2_haplotype2-0000086_chr13,bSat,376579,1068023
NA12886_2_haplotype2-0000086_chr13,HSat3,1072891,1307457
NA12886_2_haplotype2-0000086_chr13,HSat1A,1307489,1556386
NA12886_2_haplotype2-0000086_chr13,HSat3,1584335,1688005
NA12886_2_haplotype2-0000086_chr13,ACRO,1897611,2030469
NA12886_2_haplotype2-0000086_chr13,DJ,2391883,2725016
NA12886_2_haplotype2-0000086_chr13,rDNA,2725016,2785057
NA12886_2_haplotype2-0000086_chr13,rDNA,2885062,3047922
NA12886_2_haplotype2-0000086_chr13,bSat,3505171,3571888
NA12886_2_haplotype2-0000086_chr13,HSat3,3597012,3661993
NA12886_2_haplotype2-0000086_chr13,HSat3,4010203,4197775
NA12886_2_haplotype2-0000086_chr13,HSat3,4418753,4540929
NA12886_2_haplotype2-0000086_chr13,SST1,6133591,6196065
NA12886_2_haplotype2-0000086_chr13,HSat1A,7683673,8575603
NA12886_2_haplotype2-0000091_chr22,ACRO,4605,219160
NA12886_2_haplotype2-0000091_chr22,bSat,867129,1363789
NA12886_2_haplotype2-0000091_chr22,HSat3,1368703,1521005
NA12886_2_haplotype2-0000091_chr22,HSat1A,1521047,2097584
NA12886_2_haplotype2-0000091_chr22,HSat3,2123661,2313725
NA12886_2_haplotype2-0000091_chr22,ACRO,2539058,2685072
NA12886_2_haplotype2-0000091_chr22,DJ,2783725,3098018
NA12886_2_haplotype2-0000091_chr22,rDNA,3098018,3153064
NA12886_2_haplotype2-0000091_chr22,HSat1B,3869723,4136557
NA12886_2_haplotype2-0000091_chr22,HSat3,4139718,4402464
NA12886_2_haplotype2-0000091_chr22,HSat3,4713671,4819045
NA12886_2_haplotype2-0000091_chr22,bSat,4824192,4914508
NA12886_2_haplotype2-0000091_chr22,HSat3,5017902,5072986
NA12886_2_haplotype2-0000091_chr22,bSat,6506038,6666613
NA12886_2_haplotype2-0000091_chr22,HSat3,7839953,8012173
NA12886_2_haplotype2-0000091_chr22,aSat,10006963,11521102
NA12886_2_haplotype2-0000095_chr15,bSat,362583,734670
NA12886_2_haplotype2-0000095_chr15,HSat3,772472,1137889
NA12886_2_haplotype2-0000095_chr15,HSat1A,1140240,2787386
NA12886_2_haplotype2-0000095_chr15,HSat3,2814442,2924359
NA12886_2_haplotype2-0000095_chr15,ACRO,3109813,3196605
NA12886_2_haplotype2-0000095_chr15,OTHERSAT,3212954,3269809
NA12886_2_haplotype2-0000095_chr15,DJ,3282894,3611733
NA12886_2_haplotype2-0000095_chr15,rDNA,3611733,3746218
NA12886_2_haplotype2-0000095_chr15,bSat,4022141,4135443
NA12886_2_haplotype2-0000095_chr15,HSat1B,4736077,5043666
NA12886_2_haplotype2-0000095_chr15,HSat3,5056252,5195473
NA12886_2_haplotype2-0000095_chr15,HSat3,5727115,7034827
NA12886_2_haplotype2-0000095_chr15,HSat3,7107129,7395919
NA12886_2_haplotype2-0000095_chr15,aSat,10050439,10189261
NA12887_1_haplotype1-0000006_chr21,rDNA,0,79993
NA12887_1_haplotype1-0000006_chr21,bSat,396208,495445
NA12887_1_haplotype1-0000006_chr21,HSat1B,1099881,1169770
NA12887_1_haplotype1-0000006_chr21,HSat3,1175044,1349449
NA12887_1_haplotype1-0000006_chr21,HSat3,1570690,1692475
NA12887_1_haplotype1-0000006_chr21,HSat1A,4355660,4503994
NA12887_1_haplotype1-0000012_chr15,bSat,370782,744720
NA12887_1_haplotype1-0000012_chr15,HSat3,782014,1148008
NA12887_1_haplotype1-0000012_chr15,HSat1A,1150359,2772940
NA12887_1_haplotype1-0000012_chr15,HSat3,2799996,2909896
NA12887_1_haplotype1-0000012_chr15,ACRO,3095352,3182144
NA12887_1_haplotype1-0000012_chr15,OTHERSAT,3198493,3255348
NA12887_1_haplotype1-0000012_chr15,DJ,3268433,3597267
NA12887_1_haplotype1-0000012_chr15,rDNA,3597267,3865520
NA12887_1_haplotype1-0000012_chr15,bSat,4141444,4254746
NA12887_1_haplotype1-0000012_chr15,HSat1B,4855378,5162967
NA12887_1_haplotype1-0000012_chr15,HSat3,5175553,5314774
NA12887_1_haplotype1-0000012_chr15,HSat3,5586339,6465167
NA12887_1_haplotype1-0000012_chr15,HSat3,6537469,6826259
NA12887_1_haplotype1-0000012_chr15,aSat,9482052,9619603
NA12887_1_haplotype1-0000013_chr13,rDNA,88,199920
NA12887_1_haplotype1-0000013_chr13,bSat,553686,620403
NA12887_1_haplotype1-0000013_chr13,HSat3,645526,710505
NA12887_1_haplotype1-0000013_chr13,HSat3,1058717,1320284
NA12887_1_haplotype1-0000013_chr13,HSat3,1821006,1943247
NA12887_1_haplotype1-0000013_chr13,SST1,3554278,3653518
NA12887_1_haplotype1-0000013_chr13,HSat1A,5137355,5979440
NA12887_1_haplotype1-0000019_chr14,ACRO,66602,244494
NA12887_1_haplotype1-0000019_chr14,bSat,511468,747734
NA12887_1_haplotype1-0000019_chr14,HSat3,898237,1223405
NA12887_1_haplotype1-0000019_chr14,HSat1A,1223773,1499234
NA12887_1_haplotype1-0000019_chr14,HSat3,1525816,1629507
NA12887_1_haplotype1-0000019_chr14,ACRO,1809476,1985470
NA12887_1_haplotype1-0000019_chr14,OTHERSAT,2001750,2054941
NA12887_1_haplotype1-0000019_chr14,DJ,2081968,2379431
NA12887_1_haplotype1-0000019_chr14,rDNA,2379431,2516942
NA12887_1_haplotype1-0000019_chr14,bSat,2961228,3259070
NA12887_1_haplotype1-0000019_chr14,HSat3,3347733,3405674
NA12887_1_haplotype1-0000019_chr14,HSat3,3579646,3689326
NA12887_1_haplotype1-0000019_chr14,HSat1B,3695433,3928160
NA12887_1_haplotype1-0000019_chr14,aSat,8719713,10055452
NA12887_1_haplotype1-0000021_chr22,rDNA,0,184374
NA12887_1_haplotype1-0000021_chr22,HSat1B,764639,1031473
NA12887_1_haplotype1-0000021_chr22,HSat3,1034634,1297380
NA12887_1_haplotype1-0000021_chr22,HSat3,1608588,1713962
NA12887_1_haplotype1-0000021_chr22,bSat,1719109,1809536
NA12887_1_haplotype1-0000021_chr22,HSat3,1912819,1967902
NA12887_1_haplotype1-0000021_chr22,bSat,3400924,3561515
NA12887_1_haplotype1-0000021_chr22,HSat3,4734811,4907071
NA12887_1_haplotype1-0000021_chr22,aSat,6902962,8745852
NA12887_2_haplotype2-0000065_chr21,rDNA,0,50005
NA12887_2_haplotype2-0000065_chr21,bSat,473733,544396
NA12887_2_haplotype2-0000065_chr21,bSat,620787,771308
NA12887_2_haplotype2-0000065_chr21,HSat3,859055,926073
NA12887_2_haplotype2-0000065_chr21,HSat3,1100217,1321387
NA12887_2_haplotype2-0000065_chr21,HSat3,1638874,1862604
NA12887_2_haplotype2-0000065_chr21,HSat1A,5158974,5400746
NA12887_2_haplotype2-0000070_chr15,rDNA,0,104324
NA12887_2_haplotype2-0000070_chr15,bSat,469209,530339
NA12887_2_haplotype2-0000070_chr15,HSat3,555530,611418
NA12887_2_haplotype2-0000070_chr15,HSat1B,921409,1329050
NA12887_2_haplotype2-0000070_chr15,HSat3,1336823,1464149
NA12887_2_haplotype2-0000070_chr15,HSat3,1647635,2096836
NA12887_2_haplotype2-0000070_chr15,HSat3,2147819,6014994
NA12887_2_haplotype2-0000070_chr15,HSat3,6065993,8332102
